# AUTOGENERATED FILE! DO NOT EDIT! Use gen_port_map.py if changes are need.
#
# Board map for sidecar rev B
#
# connector kind, connector, channel, mac_block, mac_channel, tx_lane, tx_swap, rx_lane, rx_swap, tx_eq_pre2, tx_eq_pre1, tx_eq_main, tx_eq_post1, tx_eq_post2
# BP0 (A) J21
1, 8, 0, 5, 4, 1, 1, 1, 1, 0, 0, 26, 0, 0
1, 8, 1, 5, 5, 6, 1, 0, 1, 0, 0, 26, 0, 0
1, 8, 2, 5, 6, 3, 1, 4, 1, 0, 0, 26, 0, 0
1, 8, 3, 5, 7, 2, 1, 3, 0, 0, 0, 26, 0, 0

# BP2 (A) J25
1, 9, 0, 3, 0, 4, 0, 7, 0, 0, 0, 26, 0, 0
1, 9, 1, 3, 1, 2, 1, 6, 0, 0, 0, 26, 0, 0
1, 9, 2, 3, 2, 5, 1, 3, 1, 0, 0, 26, 0, 0
1, 9, 3, 3, 3, 6, 0, 4, 1, 0, 0, 26, 0, 0

1, 10, 0, 3, 4, 7, 0, 5, 1, 0, 0, 26, 0, 0
1, 10, 1, 3, 5, 0, 1, 2, 1, 0, 0, 26, 0, 0
1, 10, 2, 3, 6, 3, 0, 1, 1, 0, 0, 26, 0, 0
1, 10, 3, 3, 7, 1, 1, 0, 1, 0, 0, 26, 0, 0

# BP2 (C) J28
1, 11, 0, 1, 0, 5, 1, 7, 1, 0, 0, 26, 0, 0
1, 11, 1, 1, 1, 6, 1, 6, 1, 0, 0, 26, 0, 0
1, 11, 2, 1, 2, 7, 1, 5, 1, 0, 0, 26, 0, 0
1, 11, 3, 1, 3, 2, 1, 4, 1, 0, 0, 26, 0, 0

1, 12, 0, 1, 4, 1, 1, 3, 1, 0, 0, 26, 0, 0
1, 12, 1, 1, 5, 4, 1, 2, 1, 0, 0, 26, 0, 0
1, 12, 2, 1, 6, 3, 1, 1, 1, 0, 0, 26, 0, 0
1, 12, 3, 1, 7, 0, 1, 0, 1, 0, 0, 26, 0, 0

# BP3 (A) J27
1, 13, 0, 4, 0, 7, 1, 6, 0, 0, 0, 26, 0, 0
1, 13, 1, 4, 1, 2, 1, 5, 0, 0, 0, 26, 0, 0
1, 13, 2, 4, 2, 1, 1, 1, 0, 0, 0, 26, 0, 0
1, 13, 3, 4, 3, 0, 1, 4, 0, 0, 0, 26, 0, 0

1, 14, 0, 4, 4, 5, 1, 3, 1, 0, 0, 26, 0, 0
1, 14, 1, 4, 5, 6, 0, 2, 0, 0, 0, 26, 0, 0
1, 14, 2, 4, 6, 3, 1, 7, 1, 0, 0, 26, 0, 0
1, 14, 3, 4, 7, 4, 0, 0, 0, 0, 0, 26, 0, 0

# BP3 (A) J30
1, 15, 0, 2, 0, 1, 0, 6, 1, 0, 0, 26, 0, 0
1, 15, 1, 2, 1, 2, 1, 4, 1, 0, 0, 26, 0, 0
1, 15, 2, 2, 2, 3, 1, 7, 1, 0, 0, 26, 0, 0
1, 15, 3, 2, 3, 4, 1, 2, 1, 0, 0, 26, 0, 0

1, 16, 0, 2, 4, 5, 1, 5, 1, 0, 0, 26, 0, 0
1, 16, 1, 2, 5, 6, 1, 0, 1, 0, 0, 26, 0, 0
1, 16, 2, 2, 6, 7, 1, 3, 1, 0, 0, 26, 0, 0
1, 16, 3, 2, 7, 0, 1, 1, 1, 0, 0, 26, 0, 0

# BP4 (A) J31
1, 17, 0, 25, 0, 0, 1, 0, 1, 0, 0, 26, 0, 0
1, 17, 1, 25, 1, 1, 1, 1, 1, 0, 0, 26, 0, 0
1, 17, 2, 25, 2, 2, 1, 4, 1, 0, 0, 26, 0, 0
1, 17, 3, 25, 3, 3, 1, 3, 1, 0, 0, 26, 0, 0

1, 18, 0, 25, 4, 6, 1, 6, 1, 0, 0, 26, 0, 0
1, 18, 1, 25, 5, 5, 1, 5, 1, 0, 0, 26, 0, 0
1, 18, 2, 25, 6, 4, 1, 2, 1, 0, 0, 26, 0, 0
1, 18, 3, 25, 7, 7, 1, 7, 1, 0, 0, 26, 0, 0

# BP4 (C) J34
1, 19, 0, 27, 0, 6, 0, 0, 0, 0, 0, 26, 0, 0
1, 19, 1, 27, 1, 1, 0, 3, 0, 0, 0, 26, 0, 0
1, 19, 2, 27, 2, 0, 0, 1, 0, 0, 0, 26, 0, 0
1, 19, 3, 27, 3, 5, 1, 5, 0, 0, 0, 26, 0, 0

1, 20, 0, 27, 4, 2, 0, 2, 0, 0, 0, 26, 0, 0
1, 20, 1, 27, 5, 3, 0, 6, 0, 0, 0, 26, 0, 0
1, 20, 2, 27, 6, 4, 1, 4, 0, 0, 0, 26, 0, 0
1, 20, 3, 27, 7, 7, 0, 7, 0, 0, 0, 26, 0, 0

# BP5 (A) J33
1, 21, 0, 26, 0, 4, 1, 0, 1, 0, 0, 26, 0, 0
1, 21, 1, 26, 1, 1, 1, 3, 1, 0, 0, 26, 0, 0
1, 21, 2, 26, 2, 0, 1, 2, 1, 0, 0, 26, 0, 0
1, 21, 3, 26, 3, 3, 1, 5, 1, 0, 0, 26, 0, 0

1, 22, 0, 26, 4, 2, 1, 1, 1, 0, 0, 26, 0, 0
1, 22, 1, 26, 5, 5, 1, 6, 1, 0, 0, 26, 0, 0
1, 22, 2, 26, 6, 6, 1, 4, 1, 0, 0, 26, 0, 0
1, 22, 3, 26, 7, 7, 1, 7, 1, 0, 0, 26, 0, 0

# BP5 (C) J36
1, 23, 0, 28, 0, 4, 0, 0, 0, 0, 0, 26, 0, 0
1, 23, 1, 28, 1, 3, 0, 1, 1, 0, 0, 26, 0, 0
1, 23, 2, 28, 2, 0, 1, 2, 1, 0, 0, 26, 0, 0
1, 23, 3, 28, 3, 1, 1, 3, 1, 0, 0, 26, 0, 0

1, 24, 0, 28, 4, 6, 1, 6, 0, 0, 0, 26, 0, 0
1, 24, 1, 28, 5, 7, 1, 5, 1, 0, 0, 26, 0, 0
1, 24, 2, 28, 6, 2, 0, 4, 1, 0, 0, 26, 0, 0
1, 24, 3, 28, 7, 5, 1, 7, 1, 0, 0, 26, 0, 0

# BP6 (A) J39
1, 25, 0, 30, 0, 2, 0, 1, 1, 0, 0, 26, 0, 0
1, 25, 1, 30, 1, 1, 0, 3, 1, 0, 0, 26, 0, 0
1, 25, 2, 30, 2, 4, 1, 0, 1, 0, 0, 26, 0, 0
1, 25, 3, 30, 3, 5, 0, 2, 1, 0, 0, 26, 0, 0

1, 26, 0, 30, 4, 6, 1, 4, 1, 0, 0, 26, 0, 0
1, 26, 1, 30, 5, 3, 0, 7, 1, 0, 0, 26, 0, 0
1, 26, 2, 30, 6, 0, 1, 6, 1, 0, 0, 26, 0, 0
1, 26, 3, 30, 7, 7, 1, 5, 1, 0, 0, 26, 0, 0

# BP6 (C) J42
1, 27, 0, 32, 0, 2, 1, 0, 1, 0, 0, 26, 0, 0
1, 27, 1, 32, 1, 7, 1, 2, 1, 0, 0, 26, 0, 0
1, 27, 2, 32, 2, 4, 1, 6, 1, 0, 0, 26, 0, 0
1, 27, 3, 32, 3, 1, 1, 1, 1, 0, 0, 26, 0, 0

1, 28, 0, 32, 4, 0, 1, 5, 1, 0, 0, 26, 0, 0
1, 28, 1, 32, 5, 3, 1, 3, 1, 0, 0, 26, 0, 0
1, 28, 2, 32, 6, 6, 1, 4, 1, 0, 0, 26, 0, 0
1, 28, 3, 32, 7, 5, 1, 7, 1, 0, 0, 26, 0, 0

# BP7 (A) J37
1, 29, 0, 29, 0, 5, 1, 0, 1, 0, 0, 26, 0, 0
1, 29, 1, 29, 1, 1, 1, 2, 1, 0, 0, 26, 0, 0
1, 29, 2, 29, 2, 3, 1, 1, 1, 0, 0, 26, 0, 0
1, 29, 3, 29, 3, 4, 1, 5, 1, 0, 0, 26, 0, 0

1, 30, 0, 29, 4, 2, 0, 3, 1, 0, 0, 26, 0, 0
1, 30, 1, 29, 5, 7, 1, 4, 1, 0, 0, 26, 0, 0
1, 30, 2, 29, 6, 0, 0, 6, 1, 0, 0, 26, 0, 0
1, 30, 3, 29, 7, 6, 1, 7, 1, 0, 0, 26, 0, 0

# BP7 (C) J40
1, 31, 0, 31, 0, 6, 1, 1, 1, 0, 0, 26, 0, 0
1, 31, 1, 31, 1, 5, 1, 0, 1, 0, 0, 26, 0, 0
1, 31, 2, 31, 2, 4, 1, 2, 1, 0, 0, 26, 0, 0
1, 31, 3, 31, 3, 1, 1, 3, 1, 0, 0, 26, 0, 0

1, 32, 0, 31, 4, 2, 1, 5, 1, 0, 0, 26, 0, 0
1, 32, 1, 31, 5, 0, 1, 6, 1, 0, 0, 26, 0, 0
1, 32, 2, 31, 6, 7, 1, 4, 1, 0, 0, 26, 0, 0
1, 32, 3, 31, 7, 3, 1, 7, 1, 0, 0, 26, 0, 0

# QSFP0/1 J60
2, 33, 0, 24, 0, 3, 1, 5, 1, 0, 0, 7, 0, 0
2, 33, 1, 24, 1, 4, 1, 6, 1, 0, 0, 7, 0, 0
2, 33, 2, 24, 2, 5, 1, 7, 1, 0, 0, 7, 0, 0
2, 33, 3, 24, 3, 6, 1, 4, 1, 0, 0, 7, 0, 0

2, 34, 0, 24, 4, 1, 1, 3, 1, 0, 0, 7, 0, 0
2, 34, 1, 24, 5, 0, 1, 2, 1, 0, 0, 7, 0, 0
2, 34, 2, 24, 6, 7, 1, 1, 1, 0, 0, 7, 0, 0
2, 34, 3, 24, 7, 2, 1, 0, 1, 0, 0, 7, 0, 0

# QSFP2/3 J58
2, 35, 0, 22, 0, 5, 1, 5, 0, 0, 0, 7, 0, 0
2, 35, 1, 22, 1, 1, 1, 6, 1, 0, 0, 7, 0, 0
2, 35, 2, 22, 2, 3, 1, 7, 1, 0, 0, 7, 0, 0
2, 35, 3, 22, 3, 6, 1, 4, 1, 0, 0, 7, 0, 0

2, 36, 0, 22, 4, 7, 1, 3, 1, 0, 0, 7, 0, 0
2, 36, 1, 22, 5, 2, 1, 2, 1, 0, 0, 7, 0, 0
2, 36, 2, 22, 6, 4, 1, 1, 1, 0, 0, 7, 0, 0
2, 36, 3, 22, 7, 0, 1, 0, 1, 0, 0, 7, 0, 0

# QSFP4/5 J56
2, 37, 0, 20, 0, 7, 1, 6, 0, 0, 0, 7, 0, 0
2, 37, 1, 20, 1, 2, 1, 7, 1, 0, 0, 7, 0, 0
2, 37, 2, 20, 2, 3, 1, 4, 0, 0, 0, 7, 0, 0
2, 37, 3, 20, 3, 6, 1, 3, 1, 0, 0, 7, 0, 0

2, 38, 0, 20, 4, 5, 1, 5, 0, 0, 0, 7, 0, 0
2, 38, 1, 20, 5, 0, 0, 1, 1, 0, 0, 7, 0, 0
2, 38, 2, 20, 6, 1, 1, 2, 0, 0, 0, 7, 0, 0
2, 38, 3, 20, 7, 4, 1, 0, 1, 0, 0, 7, 0, 0

# QSFP6/7 J54
2, 39, 0, 18, 0, 5, 1, 1, 1, 0, 0, 7, 0, 0
2, 39, 1, 18, 1, 6, 1, 7, 1, 0, 0, 7, 0, 0
2, 39, 2, 18, 2, 3, 1, 5, 1, 0, 0, 7, 0, 0
2, 39, 3, 18, 3, 4, 1, 6, 1, 0, 0, 7, 0, 0

2, 40, 0, 18, 4, 7, 1, 0, 1, 0, 0, 7, 0, 0
2, 40, 1, 18, 5, 2, 1, 4, 1, 0, 0, 7, 0, 0
2, 40, 2, 18, 6, 1, 1, 3, 1, 0, 0, 7, 0, 0
2, 40, 3, 18, 7, 0, 1, 2, 1, 0, 0, 7, 0, 0

# QSFP8/9 J45
2, 41, 0, 9, 0, 2, 1, 0, 1, 0, 0, 7, 0, 0
2, 41, 1, 9, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0
2, 41, 2, 9, 2, 6, 1, 4, 1, 0, 0, 7, 0, 0
2, 41, 3, 9, 3, 3, 1, 3, 1, 0, 0, 7, 0, 0

2, 42, 0, 9, 4, 0, 1, 2, 1, 0, 0, 7, 0, 0
2, 42, 1, 9, 5, 5, 1, 5, 1, 0, 0, 7, 0, 0
2, 42, 2, 9, 6, 4, 1, 6, 1, 0, 0, 7, 0, 0
2, 42, 3, 9, 7, 7, 1, 7, 1, 0, 0, 7, 0, 0

# QSFP10/11 J47
2, 43, 0, 11, 0, 4, 1, 0, 1, 0, 0, 7, 0, 0
2, 43, 1, 11, 1, 0, 1, 1, 1, 0, 0, 7, 0, 0
2, 43, 2, 11, 2, 5, 1, 4, 1, 0, 0, 7, 0, 0
2, 43, 3, 11, 3, 2, 1, 2, 1, 0, 0, 7, 0, 0

2, 44, 0, 11, 4, 3, 1, 6, 1, 0, 0, 7, 0, 0
2, 44, 1, 11, 5, 6, 1, 3, 1, 0, 0, 7, 0, 0
2, 44, 2, 11, 6, 7, 1, 7, 1, 0, 0, 7, 0, 0
2, 44, 3, 11, 7, 1, 1, 5, 1, 0, 0, 7, 0, 0

# QSFP12/13 J49
2, 45, 0, 13, 0, 2, 0, 0, 1, 0, 0, 7, 0, 0
2, 45, 1, 13, 1, 0, 0, 1, 1, 0, 0, 7, 0, 0
2, 45, 2, 13, 2, 7, 0, 3, 1, 0, 0, 7, 0, 0
2, 45, 3, 13, 3, 4, 1, 2, 1, 0, 0, 7, 0, 0

2, 46, 0, 13, 4, 6, 1, 7, 1, 0, 0, 7, 0, 0
2, 46, 1, 13, 5, 1, 0, 5, 1, 0, 0, 7, 0, 0
2, 46, 2, 13, 6, 5, 0, 4, 1, 0, 0, 7, 0, 0
2, 46, 3, 13, 7, 3, 1, 6, 1, 0, 0, 7, 0, 0

# QSFP14/15 J51
2, 47, 0, 15, 0, 7, 0, 2, 1, 0, 0, 7, 0, 0
2, 47, 1, 15, 1, 0, 1, 0, 1, 0, 0, 7, 0, 0
2, 47, 2, 15, 2, 3, 1, 5, 1, 0, 0, 7, 0, 0
2, 47, 3, 15, 3, 2, 1, 1, 1, 0, 0, 7, 0, 0

2, 48, 0, 15, 4, 6, 0, 4, 1, 0, 0, 7, 0, 0
2, 48, 1, 15, 5, 1, 1, 3, 1, 0, 0, 7, 0, 0
2, 48, 2, 15, 6, 4, 1, 7, 1, 0, 0, 7, 0, 0
2, 48, 3, 15, 7, 5, 1, 6, 1, 0, 0, 7, 0, 0

# QSFP16/17 J59
2, 49, 0, 23, 0, 7, 1, 1, 1, 0, 0, 7, 0, 0
2, 49, 1, 23, 1, 2, 0, 2, 1, 0, 0, 7, 0, 0
2, 49, 2, 23, 2, 4, 1, 3, 1, 0, 0, 7, 0, 0
2, 49, 3, 23, 3, 0, 1, 0, 1, 0, 0, 7, 0, 0

2, 50, 0, 23, 4, 5, 1, 4, 1, 0, 0, 7, 0, 0
2, 50, 1, 23, 5, 1, 1, 7, 1, 0, 0, 7, 0, 0
2, 50, 2, 23, 6, 3, 1, 5, 1, 0, 0, 7, 0, 0
2, 50, 3, 23, 7, 6, 1, 6, 1, 0, 0, 7, 0, 0

# QSFP18/19 J57
2, 51, 0, 21, 0, 3, 1, 3, 0, 0, 0, 7, 0, 0
2, 51, 1, 21, 1, 4, 1, 2, 1, 0, 0, 7, 0, 0
2, 51, 2, 21, 2, 1, 1, 5, 1, 0, 0, 7, 0, 0
2, 51, 3, 21, 3, 0, 1, 0, 1, 0, 0, 7, 0, 0

2, 52, 0, 21, 4, 7, 1, 7, 1, 0, 0, 7, 0, 0
2, 52, 1, 21, 5, 6, 1, 6, 1, 0, 0, 7, 0, 0
2, 52, 2, 21, 6, 5, 1, 1, 1, 0, 0, 7, 0, 0
2, 52, 3, 21, 7, 2, 1, 4, 1, 0, 0, 7, 0, 0

# QSFP20/21 J55
2, 53, 0, 19, 0, 5, 1, 3, 1, 0, 0, 7, 0, 0
2, 53, 1, 19, 1, 7, 1, 2, 1, 0, 0, 7, 0, 0
2, 53, 2, 19, 2, 1, 1, 1, 1, 0, 0, 7, 0, 0
2, 53, 3, 19, 3, 3, 1, 7, 1, 0, 0, 7, 0, 0

2, 54, 0, 19, 4, 2, 1, 4, 1, 0, 0, 7, 0, 0
2, 54, 1, 19, 5, 6, 1, 6, 0, 0, 0, 7, 0, 0
2, 54, 2, 19, 6, 0, 1, 0, 1, 0, 0, 7, 0, 0
2, 54, 3, 19, 7, 4, 1, 5, 1, 0, 0, 7, 0, 0

# QSFP22/23 J53
2, 55, 0, 17, 0, 0, 1, 1, 1, 0, 0, 7, 0, 0
2, 55, 1, 17, 1, 2, 1, 4, 1, 0, 0, 7, 0, 0
2, 55, 2, 17, 2, 3, 1, 0, 1, 0, 0, 7, 0, 0
2, 55, 3, 17, 3, 1, 1, 2, 1, 0, 0, 7, 0, 0

2, 56, 0, 17, 4, 4, 1, 7, 1, 0, 0, 7, 0, 0
2, 56, 1, 17, 5, 7, 1, 6, 1, 0, 0, 7, 0, 0
2, 56, 2, 17, 6, 5, 1, 3, 1, 0, 0, 7, 0, 0
2, 56, 3, 17, 7, 6, 1, 5, 1, 0, 0, 7, 0, 0

# QSFP24/25 J46
2, 57, 0, 10, 0, 2, 1, 4, 1, 0, 0, 7, 0, 0
2, 57, 1, 10, 1, 3, 1, 3, 1, 0, 0, 7, 0, 0
2, 57, 2, 10, 2, 0, 1, 7, 1, 0, 0, 7, 0, 0
2, 57, 3, 10, 3, 7, 1, 6, 1, 0, 0, 7, 0, 0

2, 58, 0, 10, 4, 6, 0, 2, 1, 0, 0, 7, 0, 0
2, 58, 1, 10, 5, 1, 1, 0, 1, 0, 0, 7, 0, 0
2, 58, 2, 10, 6, 4, 1, 5, 1, 0, 0, 7, 0, 0
2, 58, 3, 10, 7, 5, 1, 1, 1, 0, 0, 7, 0, 0

# QSFP26/27 J48
2, 59, 0, 12, 0, 2, 0, 4, 1, 0, 0, 7, 0, 0
2, 59, 1, 12, 1, 1, 1, 0, 1, 0, 0, 7, 0, 0
2, 59, 2, 12, 2, 7, 0, 7, 1, 0, 0, 7, 0, 0
2, 59, 3, 12, 3, 5, 1, 5, 1, 0, 0, 7, 0, 0

2, 60, 0, 12, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0
2, 60, 1, 12, 5, 3, 1, 1, 1, 0, 0, 7, 0, 0
2, 60, 2, 12, 6, 4, 0, 6, 1, 0, 0, 7, 0, 0
2, 60, 3, 12, 7, 6, 1, 3, 1, 0, 0, 7, 0, 0

# QSFP28/29 J50
2, 61, 0, 14, 0, 3, 1, 4, 1, 0, 0, 7, 0, 0
2, 61, 1, 14, 1, 1, 1, 7, 1, 0, 0, 7, 0, 0
2, 61, 2, 14, 2, 7, 1, 6, 1, 0, 0, 7, 0, 0
2, 61, 3, 14, 3, 5, 1, 5, 1, 0, 0, 7, 0, 0

2, 62, 0, 14, 4, 2, 1, 1, 0, 0, 0, 7, 0, 0
2, 62, 1, 14, 5, 0, 1, 3, 1, 0, 0, 7, 0, 0
2, 62, 2, 14, 6, 6, 1, 0, 1, 0, 0, 7, 0, 0
2, 62, 3, 14, 7, 4, 1, 2, 1, 0, 0, 7, 0, 0

# QSFP30/31 J52
2, 63, 0, 16, 0, 4, 1, 6, 1, 0, 0, 7, 0, 0
2, 63, 1, 16, 1, 2, 1, 3, 1, 0, 0, 7, 0, 0
2, 63, 2, 16, 2, 6, 1, 0, 1, 0, 0, 7, 0, 0
2, 63, 3, 16, 3, 3, 1, 7, 1, 0, 0, 7, 0, 0

2, 64, 0, 16, 4, 0, 1, 4, 1, 0, 0, 7, 0, 0
2, 64, 1, 16, 5, 1, 1, 1, 1, 0, 0, 7, 0, 0
2, 64, 2, 16, 6, 5, 1, 2, 1, 0, 0, 7, 0, 0
2, 64, 3, 16, 7, 7, 1, 5, 1, 0, 0, 7, 0, 0

# VSC7448 (lane 0 only)
0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, -5, 0
0, 65, 1, 0, 1, 1, 0, 1, 0, 0, 0, 25, -5, 0
0, 65, 2, 0, 2, 2, 0, 2, 0, 0, 0, 25, -5, 0
0, 65, 3, 0, 3, 3, 0, 3, 0, 0, 0, 25, -5, 0

